label,message
ham,Are you coming to the party tonight? It starts at 8. uyflkl
ham,Are you coming to the party tonight? It starts at 8. qizpkwexgm d
ham,The package has been delivered to your door. dgxnzpkwhqe
ham,"Just checking in, how are you feeling today? r lrqdq qtzigpmcju"
ham,"Running 10 mins late, sorry! Almost there. g"
spam,CASH PRIZE: Draw shows you have won a top prize of £1441. To collect call 9019952485.
ham,Did you get my email? Let me know when you can talk. odzopmux
ham,"Just got out of the meeting, calling you in 5. pfzum"
ham,Happy birthday! Hope you have a wonderful day! btrag ggjdieqcwk
ham,"Thanks for helping me yesterday, really appreciate it. klmaxaxljimfcim"
spam,WINNER!! You have been selected to win a cash prize of £1230 CALL NOW 9027530378
ham,Just finished the report. Will send it over shortly. pqqpornftafll
spam,Congratulations! Your mobile has won £7202 prize. Call 8555585773 to claim. Send STOP to opt out.
spam,You have an important message waiting. Call 8251003660 now. Calls cost £2452p/min.
ham,"Mom says dinner is ready at 7, don't be late.  glxu"
ham,"Just got out of the meeting, calling you in 5. vtancw  myznogezsc"
ham,Meeting has been moved to 3pm. See you there. s  mfoejzmlcjpt
spam,URGENT! Your Mobile number has been awarded a £6216 Bonus Caller Prize. Call 9978287288 now.
ham,Did you see the game last night? What a match!  jedtebql d
ham,Can we reschedule our call to tomorrow morning? okbbbb
ham,"No worries, take your time. I'll be here. adatrngaiuol"
ham,Did you see the game last night? What a match! iyi uexrvbegahtl
ham,"Mom says dinner is ready at 7, don't be late. ooubikqvmxzyqgipmi"
ham,Are you coming to the party tonight? It starts at 8. wxhfqnlwn
ham,"Just checking in, how are you feeling today? dfalj"
ham,"Hey, are you free this evening? We could grab dinner. jexnqnaxppvrpuokvs"
ham,Happy birthday! Hope you have a wonderful day! jxzpabow ijsvoqfko
spam,Naughty text messages! Txt CHAT to 8220401982 £6433/msg 2 stop txt STOP.
ham,"No worries, take your time. I'll be here."
ham,The package has been delivered to your door. tn
ham,Just finished the report. Will send it over shortly. plnwwdnf briokfqgbh
spam,You have an important message waiting. Call 9314889832 now. Calls cost £9297p/min.
ham,Remember we have that dentist appointment tomorrow at 2pm. tardqzdgpredctkt cyx
ham,Happy birthday! Hope you have a wonderful day!
ham,Remember we have that dentist appointment tomorrow at 2pm.
spam,Naughty text messages! Txt CHAT to 8703617827 £6249/msg 2 stop txt STOP.
ham,Happy birthday! Hope you have a wonderful day! gsesdgzs
spam,CASH PRIZE: Draw shows you have won a top prize of £5754. To collect call 7629110165.
ham,Meeting has been moved to 3pm. See you there. nzeej
ham,Just finished the report. Will send it over shortly. bcb slltiirx
ham,Did you get my email? Let me know when you can talk. cxcqpjgabslsyeyw sin
spam,Naughty text messages! Txt CHAT to 7293825615 £2440/msg 2 stop txt STOP.
spam,You have won a Nokia 6610. Call 7494287462 now to claim. Send STOP to 87239 to end.
ham,Happy birthday! Hope you have a wonderful day! smgrscepw
ham,Did you see the game last night? What a match! hvrg
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £2065p/msg."
spam,Naughty text messages! Txt CHAT to 7351630288 £9861/msg 2 stop txt STOP.
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/3638
ham,Remember we have that dentist appointment tomorrow at 2pm. ii
spam,PRIVATE! Your 2003 Account Statement shows £8615 UNCLAIMED! Call 8774065466 to claim.
ham,"Just checking in, how are you feeling today? jgrby"
ham,"Hey, are you free this evening? We could grab dinner. ickacghetmaemocmvymi"
spam,WINNER!! You have been selected to win a cash prize of £9295 CALL NOW 7854001193
ham,"Hey, are you free this evening? We could grab dinner. jqpvznixfv"
ham,"Hey, are you free this evening? We could grab dinner."
ham,Did you see the game last night? What a match! uvqstpdabuyii
ham,Remember we have that dentist appointment tomorrow at 2pm. kcrm
spam,CASH PRIZE: Draw shows you have won a top prize of £1992. To collect call 8324367744.
spam,PRIVATE! Your 2003 Account Statement shows £6146 UNCLAIMED! Call 8952902914 to claim.
ham,Remember we have that dentist appointment tomorrow at 2pm.
ham,The kids are asking about the weekend trip. You in? ljvruxcoktxoofnijray
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £5673p/msg.
ham,"Running 10 mins late, sorry! Almost there. befrlxbgopd bslo"
spam,Hot singles in your area! Text MEET to 8766685440. Msgs cost £9138 ea. Stop: STOP.
ham,"Just checking in, how are you feeling today? g"
ham,"Just checking in, how are you feeling today? ewkb"
ham,Are you coming to the party tonight? It starts at 8. ntrzjvjjxlyukfqc
spam,URGENT! Your Mobile number has been awarded a £8233 Bonus Caller Prize. Call 8489087190 now.
ham,Did you get my email? Let me know when you can talk. mdtdjfhwuwprf a
ham,The kids are asking about the weekend trip. You in? kuvjt
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £2265p/msg.
spam,You have won a Nokia 6610. Call 7060491148 now to claim. Send STOP to 87239 to end.
ham,"Thanks for helping me yesterday, really appreciate it.  rrta"
spam,You have won a Nokia 6610. Call 9643025991 now to claim. Send STOP to 87239 to end.
ham,"Mom says dinner is ready at 7, don't be late. a"
ham,"Hey, are you free this evening? We could grab dinner. qyg mpegqglqzjoqn"
ham,Happy birthday! Hope you have a wonderful day! z vw
ham,Did you see the game last night? What a match! dmduv
ham,Can you send me the address again? I lost it. ugs
ham,Can you send me the address again? I lost it. xkatxi
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/6743
ham,Just finished the report. Will send it over shortly.  nlhrtqptiiesewdxcdn
spam,Claim your FREE gift now! Text YES to 8687643539 to receive your £4692 voucher. Ts&Cs apply.
ham,Can you send me the address again? I lost it. cxik hxmrffgwlhfi
ham,"Mom says dinner is ready at 7, don't be late."
spam,Congratulations! Your mobile has won £4664 prize. Call 9465740756 to claim. Send STOP to opt out.
ham,Just finished the report. Will send it over shortly.  mcwjrljg
ham,Lunch at the usual place? 12:30 works for me.
ham,"Mom says dinner is ready at 7, don't be late. bwzndk"
ham,"Running 10 mins late, sorry! Almost there. a"
ham,Can you send me the address again? I lost it. gkp
ham,The package has been delivered to your door. etxqqw
ham,The package has been delivered to your door. xb
ham,"Hey, are you free this evening? We could grab dinner."
spam,Naughty text messages! Txt CHAT to 7283089268 £5582/msg 2 stop txt STOP.
spam,Win a trip to Bahamas! You are selected. Call 7378514962 within 48 hours. Ref: HOLS6028
ham,Did you see the game last night? What a match! mlmtqoers
ham,"Hey, are you free this evening? We could grab dinner. mye"
spam,Win a trip to Bahamas! You are selected. Call 7345495128 within 48 hours. Ref: HOLS7272
ham,Did you get my email? Let me know when you can talk. bwin bju aooi
ham,Happy birthday! Hope you have a wonderful day! knxnca qwizpu
spam,WINNER!! You have been selected to win a cash prize of £9372 CALL NOW 9945486396
ham,"Hey, are you free this evening? We could grab dinner. vbfvkozhnuqjsjigjk"
spam,WINNER!! You have been selected to win a cash prize of £8956 CALL NOW 7063384488
ham,The kids are asking about the weekend trip. You in? gqi
ham,Can we reschedule our call to tomorrow morning? wnjyxvlqxpdncnboaw
ham,Can you pick up some milk on your way home? f
ham,Just finished the report. Will send it over shortly. wijtiewgik koqgglk
ham,"Mom says dinner is ready at 7, don't be late. yemgoxutih z"
ham,Are you coming to the party tonight? It starts at 8.
ham,Can we reschedule our call to tomorrow morning? alcoqslynqhvnqvw jle
spam,Claim your FREE gift now! Text YES to 9393528385 to receive your £6924 voucher. Ts&Cs apply.
ham,"Just checking in, how are you feeling today?  iivhvkfueafxovitzp"
spam,Naughty text messages! Txt CHAT to 7963124353 £8000/msg 2 stop txt STOP.
spam,Naughty text messages! Txt CHAT to 8564319318 £3328/msg 2 stop txt STOP.
ham,Meeting has been moved to 3pm. See you there. ochowbnwdv
ham,Did you see the game last night? What a match! m
ham,"Hey, are you free this evening? We could grab dinner. lpk"
ham,Did you see the game last night? What a match! ed
spam,Claim your FREE gift now! Text YES to 8719918855 to receive your £9748 voucher. Ts&Cs apply.
ham,"Hey, are you free this evening? We could grab dinner. ae r"
spam,Win a trip to Bahamas! You are selected. Call 7161521910 within 48 hours. Ref: HOLS7504
ham,"Running 10 mins late, sorry! Almost there. gjqkvh vjja o"
ham,Just finished the report. Will send it over shortly. fniblgarkfmbwf
ham,Lunch at the usual place? 12:30 works for me. ycggj mexrqvw
ham,Happy birthday! Hope you have a wonderful day! sckwuisbe
ham,The package has been delivered to your door. mukhphlcjqthlgia
ham,Did you get my email? Let me know when you can talk. vwhbkybskxu
ham,Meeting has been moved to 3pm. See you there. yq uulhmxtrbrjoswl
ham,Lunch at the usual place? 12:30 works for me. tedmmfcxnzzkimylfjgv
ham,The kids are asking about the weekend trip. You in? kqjxcq
ham,Meeting has been moved to 3pm. See you there. lslnujpsnl
spam,PRIVATE! Your 2003 Account Statement shows £8418 UNCLAIMED! Call 8147497835 to claim.
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £8924p/msg.
ham,"Hey, are you free this evening? We could grab dinner."
spam,WINNER!! You have been selected to win a cash prize of £4020 CALL NOW 7680229045
ham,Can you pick up some milk on your way home? sfhpavso
ham,Meeting has been moved to 3pm. See you there. hqjms
ham,"Thanks for helping me yesterday, really appreciate it. xcosjyctu itfv"
spam,WINNER!! You have been selected to win a cash prize of £5990 CALL NOW 9305993661
ham,"No worries, take your time. I'll be here. wpxd"
ham,Did you get my email? Let me know when you can talk. qbqzxqgzigf fjsh
ham,Lunch at the usual place? 12:30 works for me. qvhncfouolfkrki
spam,You have won a Nokia 6610. Call 8138200363 now to claim. Send STOP to 87239 to end.
ham,"Hey, are you free this evening? We could grab dinner. yujaqznhzwocvmog"
ham,Did you get my email? Let me know when you can talk. grbrtqagpk
ham,Remember we have that dentist appointment tomorrow at 2pm. slpz
ham,Meeting has been moved to 3pm. See you there. xzzsoqbtatd dikg
ham,The kids are asking about the weekend trip. You in?  dvvdhlhburosqn
ham,"Running 10 mins late, sorry! Almost there. rdqqt"
ham,"Mom says dinner is ready at 7, don't be late. uudvbrqwbrxhadndakk"
spam,Your FREE loan of £7592 is approved. Call 9429450217 to collect. Ts&Cs apply.
ham,Did you get my email? Let me know when you can talk. rwvcuwawaktwqxbp
ham,"Running 10 mins late, sorry! Almost there. j xzg"
spam,You have an important message waiting. Call 7714418166 now. Calls cost £6975p/min.
ham,Can you pick up some milk on your way home?
ham,"Mom says dinner is ready at 7, don't be late. i"
ham,Did you see the game last night? What a match! tz
ham,Can you pick up some milk on your way home?
spam,CASH PRIZE: Draw shows you have won a top prize of £8661. To collect call 8798011065.
spam,You have won a Nokia 6610. Call 9754415831 now to claim. Send STOP to 87239 to end.
ham,"Just got out of the meeting, calling you in 5. adu"
ham,Happy birthday! Hope you have a wonderful day! bxlnnbl hgsjhbow
ham,Did you see the game last night? What a match! cvqxybjooyesq
ham,The package has been delivered to your door. rhvhvnvwextnnlxvg
spam,Win a trip to Bahamas! You are selected. Call 7484230338 within 48 hours. Ref: HOLS6422
ham,Can you pick up some milk on your way home? vhxyoajsyw
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £4976p/msg.
ham,The kids are asking about the weekend trip. You in? ft xglsennlgquyks
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £2942p/msg.
spam,Naughty text messages! Txt CHAT to 7457788949 £190/msg 2 stop txt STOP.
ham,Are you coming to the party tonight? It starts at 8. obejxxedubit
ham,The kids are asking about the weekend trip. You in? yckudmrjgyiogvvur
spam,Hot singles in your area! Text MEET to 9268486276. Msgs cost £7419 ea. Stop: STOP.
spam,CASH PRIZE: Draw shows you have won a top prize of £2812. To collect call 8879792991.
ham,Remember we have that dentist appointment tomorrow at 2pm. w
ham,"No worries, take your time. I'll be here. wimgohoabocxla"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £5100p/msg."
ham,Did you see the game last night? What a match! zyu
ham,Just finished the report. Will send it over shortly. ohcfvwuqcfqyiniql
ham,Happy birthday! Hope you have a wonderful day! ihovpqdq
ham,"Just checking in, how are you feeling today? qrwhiunyixaheuyeiaa"
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/1488
spam,Hot singles in your area! Text MEET to 9121337685. Msgs cost £8690 ea. Stop: STOP.
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £2887p/msg."
spam,Win a trip to Bahamas! You are selected. Call 9085901151 within 48 hours. Ref: HOLS7047
ham,Lunch at the usual place? 12:30 works for me. icgxzgutaxtgnny
ham,"Thanks for helping me yesterday, really appreciate it. zkjpuprdwxr"
ham,Happy birthday! Hope you have a wonderful day! lkctepx okxf
ham,Are you coming to the party tonight? It starts at 8. incsjvsvugbsnashn h
ham,"Hey, are you free this evening? We could grab dinner. z"
ham,The package has been delivered to your door.
ham,Did you get my email? Let me know when you can talk. lckzse
ham,The package has been delivered to your door. sguuwf
ham,Can you send me the address again? I lost it. kecovrdct
spam,URGENT! Your Mobile number has been awarded a £3371 Bonus Caller Prize. Call 9597009738 now.
ham,"Just got out of the meeting, calling you in 5. pegr"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £9445p/msg."
ham,Remember we have that dentist appointment tomorrow at 2pm. awjgnbxnmaptdvcxvu t
ham,"Just got out of the meeting, calling you in 5. zujutimni"
ham,Can you pick up some milk on your way home? zbimhgzvlai
ham,Did you see the game last night? What a match! ktluwhewycdz
ham,"Running 10 mins late, sorry! Almost there. yaqv"
ham,"Thanks for helping me yesterday, really appreciate it. kwmuwunuhhdqzeea rv"
ham,Can you pick up some milk on your way home? xgnsgzn
spam,PRIVATE! Your 2003 Account Statement shows £9367 UNCLAIMED! Call 9157762617 to claim.
ham,Can we reschedule our call to tomorrow morning? wgwycdxhajnioidhek
spam,Congratulations! Your mobile has won £842 prize. Call 8819766421 to claim. Send STOP to opt out.
spam,WINNER!! You have been selected to win a cash prize of £1436 CALL NOW 8168672809
spam,You have won a Nokia 6610. Call 9033970459 now to claim. Send STOP to 87239 to end.
ham,Lunch at the usual place? 12:30 works for me. jby
ham,Just finished the report. Will send it over shortly. uzki wab
ham,"Hey, are you free this evening? We could grab dinner. giffpkhlfmcxp"
ham,Happy birthday! Hope you have a wonderful day! zcgwd xtgct
ham,The package has been delivered to your door. omf qfhsxbeaefdo ssc
ham,"Just checking in, how are you feeling today? mbwrjb"
ham,"Mom says dinner is ready at 7, don't be late. qddfqgmxo"
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/9978
ham,Just finished the report. Will send it over shortly. wjaafxujxg
ham,"Just got out of the meeting, calling you in 5. vtzkpreurzz p rt"
ham,The kids are asking about the weekend trip. You in?
ham,Can you send me the address again? I lost it. pvovz
ham,The kids are asking about the weekend trip. You in? bmirrfqyq
ham,"Mom says dinner is ready at 7, don't be late. qlcxb"
spam,Hot singles in your area! Text MEET to 9902833426. Msgs cost £5904 ea. Stop: STOP.
spam,WINNER!! You have been selected to win a cash prize of £7481 CALL NOW 7444537179
ham,The package has been delivered to your door. spqudhfkjhzerm
ham,Lunch at the usual place? 12:30 works for me. mwtgujcsvw dbwocwf
ham,"Hey, are you free this evening? We could grab dinner. nyhblgffaujonhssoq"
ham,"Running 10 mins late, sorry! Almost there. iqwvvrmlipse"
ham,The kids are asking about the weekend trip. You in?
ham,Just finished the report. Will send it over shortly. aahdmlvgwru
ham,Remember we have that dentist appointment tomorrow at 2pm.  apalj cbdsa aepijxd
ham,"Hey, are you free this evening? We could grab dinner. yf xc szsua"
spam,PRIVATE! Your 2003 Account Statement shows £4077 UNCLAIMED! Call 9456551333 to claim.
ham,Just finished the report. Will send it over shortly.
ham,Can you pick up some milk on your way home? rdc
spam,Hot singles in your area! Text MEET to 8129360134. Msgs cost £1146 ea. Stop: STOP.
ham,Did you get my email? Let me know when you can talk. ddyxbzmrjgai
ham,"Thanks for helping me yesterday, really appreciate it. ky jau"
ham,"Mom says dinner is ready at 7, don't be late. iqduuqzopa esc"
ham,Just finished the report. Will send it over shortly. yqaaepsnkcxroywmd kq
ham,"Just checking in, how are you feeling today? nmvrktmmnllla"
spam,CASH PRIZE: Draw shows you have won a top prize of £5907. To collect call 8148151005.
ham,Did you see the game last night? What a match! taw rpc moykqp
spam,Claim your FREE gift now! Text YES to 8016926858 to receive your £2241 voucher. Ts&Cs apply.
ham,Did you get my email? Let me know when you can talk. tgymqxoiztskyncb
spam,Naughty text messages! Txt CHAT to 9338463041 £6118/msg 2 stop txt STOP.
ham,Happy birthday! Hope you have a wonderful day!
ham,Did you get my email? Let me know when you can talk. riehmftwbdxxfysc jg
ham,"Hey, are you free this evening? We could grab dinner. fwymm"
ham,Remember we have that dentist appointment tomorrow at 2pm. tcw dfgya
ham,"Thanks for helping me yesterday, really appreciate it. ymtpokdqcvjitinh"
ham,The kids are asking about the weekend trip. You in? p
ham,Can you pick up some milk on your way home? vwds
ham,"Hey, are you free this evening? We could grab dinner. xlwlnjlxeorypweb"
ham,Are you coming to the party tonight? It starts at 8. gdxxv jo doqxmwegpl
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £6463p/msg."
spam,Your FREE loan of £8194 is approved. Call 7112889043 to collect. Ts&Cs apply.
ham,"Just checking in, how are you feeling today? hcrdwinlcz zpg"
ham,Happy birthday! Hope you have a wonderful day! e
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/3904
spam,Congratulations! Your mobile has won £8896 prize. Call 7802986386 to claim. Send STOP to opt out.
spam,Your FREE loan of £8105 is approved. Call 9756056675 to collect. Ts&Cs apply.
spam,CASH PRIZE: Draw shows you have won a top prize of £2064. To collect call 7388354759.
spam,Claim your FREE gift now! Text YES to 8948393831 to receive your £6978 voucher. Ts&Cs apply.
spam,You have won a Nokia 6610. Call 8085259583 now to claim. Send STOP to 87239 to end.
spam,Claim your FREE gift now! Text YES to 7995811976 to receive your £7670 voucher. Ts&Cs apply.
ham,Did you see the game last night? What a match! xhftwtxbntdo
ham,"Just got out of the meeting, calling you in 5. d"
ham,"Hey, are you free this evening? We could grab dinner."
ham,"Just got out of the meeting, calling you in 5. xzamsa"
spam,Your FREE loan of £2746 is approved. Call 9316615266 to collect. Ts&Cs apply.
ham,Happy birthday! Hope you have a wonderful day! rhlxgcs
ham,"Just checking in, how are you feeling today? pgstrdphyrjuslm"
ham,"Just checking in, how are you feeling today? qdameytqmv ags"
ham,The kids are asking about the weekend trip. You in? talwldvvonb
ham,Can we reschedule our call to tomorrow morning? zpuynfmrj
ham,Remember we have that dentist appointment tomorrow at 2pm. erzoxvgcdqzdysjqpo
ham,"Just got out of the meeting, calling you in 5. kzqwv"
spam,You have won a Nokia 6610. Call 9684499242 now to claim. Send STOP to 87239 to end.
ham,"Thanks for helping me yesterday, really appreciate it. vraqxjpupjv"
ham,"Running 10 mins late, sorry! Almost there. rjiyoe"
ham,"Just checking in, how are you feeling today? telywofp mlkw"
ham,Meeting has been moved to 3pm. See you there. vcs
ham,Can you pick up some milk on your way home? kjq
ham,Did you get my email? Let me know when you can talk. pt
spam,Your FREE loan of £6968 is approved. Call 9641075042 to collect. Ts&Cs apply.
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £7601p/msg.
spam,Hot singles in your area! Text MEET to 8305132983. Msgs cost £106 ea. Stop: STOP.
ham,"No worries, take your time. I'll be here. gurmywhprjq"
ham,Did you see the game last night? What a match! fatqxvzuvozzh oltu
ham,Can you send me the address again? I lost it. loplwpqx ut vh
ham,Did you get my email? Let me know when you can talk. svhtdv
ham,Can we reschedule our call to tomorrow morning? atjuetdx
ham,"Thanks for helping me yesterday, really appreciate it. bhffptzvsprslvfbn"
ham,Did you get my email? Let me know when you can talk. hk
spam,Claim your FREE gift now! Text YES to 9965734008 to receive your £5531 voucher. Ts&Cs apply.
ham,Lunch at the usual place? 12:30 works for me. ttlzvmxjzkjiqbg
spam,CASH PRIZE: Draw shows you have won a top prize of £6983. To collect call 8672790155.
ham,Can you pick up some milk on your way home? kskr f
ham,Just finished the report. Will send it over shortly. ozcizexra
ham,The package has been delivered to your door. bpr
ham,"Running 10 mins late, sorry! Almost there. oa"
ham,Did you get my email? Let me know when you can talk. m
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £2954p/msg."
ham,"Just checking in, how are you feeling today? nfymtgmtfdbapmslg"
spam,PRIVATE! Your 2003 Account Statement shows £6653 UNCLAIMED! Call 8888654461 to claim.
spam,Win a trip to Bahamas! You are selected. Call 9045102506 within 48 hours. Ref: HOLS5806
ham,Lunch at the usual place? 12:30 works for me. roeptndddantqfu xyc
ham,"Just checking in, how are you feeling today? mjktiyxrwqp"
ham,The package has been delivered to your door. mjqsvtv
ham,"Just got out of the meeting, calling you in 5. onkbu am"
ham,Remember we have that dentist appointment tomorrow at 2pm. owsp juinzc
spam,PRIVATE! Your 2003 Account Statement shows £5252 UNCLAIMED! Call 7067251004 to claim.
ham,Can you send me the address again? I lost it. cgxwbcttkpahlbliq
ham,"Just checking in, how are you feeling today? kmweielgchfjr"
ham,Just finished the report. Will send it over shortly. ybkkkww
spam,Congratulations! Your mobile has won £1170 prize. Call 8721025347 to claim. Send STOP to opt out.
ham,"Hey, are you free this evening? We could grab dinner. wqxystdowfkcbtyh"
ham,Lunch at the usual place? 12:30 works for me. rfdcriwuqbf
ham,"No worries, take your time. I'll be here. klu"
ham,"Mom says dinner is ready at 7, don't be late. ienjjuso"
spam,URGENT! Your Mobile number has been awarded a £1553 Bonus Caller Prize. Call 9877733629 now.
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/639
ham,Lunch at the usual place? 12:30 works for me. jr
ham,Did you get my email? Let me know when you can talk. fybcvgl
ham,"Hey, are you free this evening? We could grab dinner. imxpyhsp kkpvcsjn"
ham,Did you see the game last night? What a match! xvszhgijlemjnfub
ham,Can you pick up some milk on your way home? mxpcbgi
ham,"Hey, are you free this evening? We could grab dinner. h"
ham,Happy birthday! Hope you have a wonderful day! h gfgcmcdmvse
ham,"Mom says dinner is ready at 7, don't be late. lgejv"
ham,"Mom says dinner is ready at 7, don't be late. rnvc"
ham,Meeting has been moved to 3pm. See you there. ybxofzbh
ham,Did you get my email? Let me know when you can talk. qhsnjhihrzrfngbxvkid
ham,"Running 10 mins late, sorry! Almost there. rplnyfvfrjxcvx"
spam,Hot singles in your area! Text MEET to 7706712922. Msgs cost £4565 ea. Stop: STOP.
ham,"Running 10 mins late, sorry! Almost there. zsfcyrbjzjg"
ham,Can you send me the address again? I lost it. xaheaorlrtmp
ham,Are you coming to the party tonight? It starts at 8. raqazv
ham,Did you get my email? Let me know when you can talk. dawv fe
spam,CASH PRIZE: Draw shows you have won a top prize of £118. To collect call 9824629834.
ham,Remember we have that dentist appointment tomorrow at 2pm. rdgnhismtuujs
spam,URGENT! Your Mobile number has been awarded a £3153 Bonus Caller Prize. Call 9750835809 now.
ham,"Just got out of the meeting, calling you in 5. evuvhissp"
ham,"Thanks for helping me yesterday, really appreciate it. swkm"
ham,Meeting has been moved to 3pm. See you there. aryaopcurdpmwnv
spam,URGENT! Your Mobile number has been awarded a £9698 Bonus Caller Prize. Call 9837564236 now.
ham,"Running 10 mins late, sorry! Almost there. bmqattjuuwlswe"
spam,Congratulations! Your mobile has won £3914 prize. Call 7433797840 to claim. Send STOP to opt out.
ham,Can we reschedule our call to tomorrow morning? pq
ham,"Hey, are you free this evening? We could grab dinner.  qwpkqxuti"
ham,Meeting has been moved to 3pm. See you there. cvyvcoevxww
ham,Can we reschedule our call to tomorrow morning? hxbkeknlvxqvv
ham,"Thanks for helping me yesterday, really appreciate it. xd"
ham,Happy birthday! Hope you have a wonderful day! zjwyfwafxioa
ham,Remember we have that dentist appointment tomorrow at 2pm. kpdztwfgds
ham,Just finished the report. Will send it over shortly. n
ham,The kids are asking about the weekend trip. You in? jihdhaqr
spam,WINNER!! You have been selected to win a cash prize of £9298 CALL NOW 8408776235
spam,Your FREE loan of £5415 is approved. Call 8654584280 to collect. Ts&Cs apply.
spam,Naughty text messages! Txt CHAT to 8521696479 £7162/msg 2 stop txt STOP.
spam,You have won a Nokia 6610. Call 7318688299 now to claim. Send STOP to 87239 to end.
ham,Did you get my email? Let me know when you can talk. cmhl rblx a
spam,You have won a Nokia 6610. Call 8186564497 now to claim. Send STOP to 87239 to end.
ham,"Just checking in, how are you feeling today? zrezkhxfv"
spam,Congratulations! Your mobile has won £7706 prize. Call 8297896903 to claim. Send STOP to opt out.
spam,CASH PRIZE: Draw shows you have won a top prize of £8370. To collect call 8832837596.
ham,Happy birthday! Hope you have a wonderful day! dfvtlgmhznlbactj
ham,"Just checking in, how are you feeling today? fozapgehc"
ham,Lunch at the usual place? 12:30 works for me. zzvzxhczxxlo
ham,Just finished the report. Will send it over shortly.
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £8714p/msg.
spam,Win a trip to Bahamas! You are selected. Call 8670128972 within 48 hours. Ref: HOLS575
ham,"No worries, take your time. I'll be here. dpwc"
spam,Your FREE loan of £772 is approved. Call 8931591531 to collect. Ts&Cs apply.
ham,Did you see the game last night? What a match! bhnwj
ham,Remember we have that dentist appointment tomorrow at 2pm. yzijzdx god
ham,The kids are asking about the weekend trip. You in? vvlqzt
ham,Can we reschedule our call to tomorrow morning? pe surpveigt
spam,Congratulations! Your mobile has won £4820 prize. Call 8020657023 to claim. Send STOP to opt out.
ham,Can we reschedule our call to tomorrow morning? nzwawkc
ham,The package has been delivered to your door. iy
ham,Lunch at the usual place? 12:30 works for me.  t blc
ham,Are you coming to the party tonight? It starts at 8. lqaabfrgiqjtsvtqtoc
ham,Did you see the game last night? What a match! mbbklzgy
ham,"Mom says dinner is ready at 7, don't be late. sahu"
ham,Did you see the game last night? What a match! xvtff
spam,You have won a Nokia 6610. Call 8064803502 now to claim. Send STOP to 87239 to end.
ham,The kids are asking about the weekend trip. You in? zexvhucu
ham,"Running 10 mins late, sorry! Almost there. pqegk zlbscwch"
ham,Lunch at the usual place? 12:30 works for me. pkxzh
ham,Remember we have that dentist appointment tomorrow at 2pm. ckuftbp kraqwtbjtq
ham,Are you coming to the party tonight? It starts at 8. odwfxlzephlltffwytjp
ham,Remember we have that dentist appointment tomorrow at 2pm. yebhtknkfxqyhlr
ham,"Running 10 mins late, sorry! Almost there. ki tyetwrvywhoimjwi"
spam,Win a trip to Bahamas! You are selected. Call 9713284816 within 48 hours. Ref: HOLS7940
ham,"No worries, take your time. I'll be here. zlnccobroys"
ham,Did you see the game last night? What a match! d rkaqbpcwgvgqjb
ham,Happy birthday! Hope you have a wonderful day! nuag awxstirldbjy
ham,"Thanks for helping me yesterday, really appreciate it. rjdloutdvmj"
ham,"Hey, are you free this evening? We could grab dinner. fvrhmvrcgtfqt"
ham,Lunch at the usual place? 12:30 works for me. dsrzpbuoa
ham,The package has been delivered to your door. iicxynyrsmfmuvvkkwa
spam,URGENT! Your Mobile number has been awarded a £8950 Bonus Caller Prize. Call 8076551580 now.
ham,Meeting has been moved to 3pm. See you there. gksvdo jib rjxjwu
ham,Can you pick up some milk on your way home? jgzokcerqwuezqxhz
ham,Can you pick up some milk on your way home? sbnnixoinbhi
ham,Remember we have that dentist appointment tomorrow at 2pm. jlunoorkewv
spam,Claim your FREE gift now! Text YES to 7685904828 to receive your £4167 voucher. Ts&Cs apply.
spam,WINNER!! You have been selected to win a cash prize of £9708 CALL NOW 9411995282
spam,Hot singles in your area! Text MEET to 9877685081. Msgs cost £5500 ea. Stop: STOP.
ham,"Hey, are you free this evening? We could grab dinner.  v"
ham,Can you pick up some milk on your way home? piuko
ham,Can we reschedule our call to tomorrow morning? horg b dhirgdlq
ham,Remember we have that dentist appointment tomorrow at 2pm. ulicemzbiylwe
